LastReportDate,Sex,NZAgeGroup,Cases
2021-10-14,,20-34,1
2021-10-30,Unknown,20-34,3
2021-10-30,Female,5-19,609
2021-10-30,Female,<1,31
2021-10-30,Male,20-34,1069
2021-10-30,Male,>=80,26
2021-10-06,Unknown,5-19,1
2021-10-30,Female,65-79,130
2021-10-30,Male,35-49,711
2021-10-30,Male,1-4,147
2021-10-28,,50-64,1
2021-10-30,Male,5-19,567
2021-10-30,Female,20-34,1085
2021-10-30,Female,50-64,460
2021-10-30,Female,35-49,645
2021-10-30,Female,>=80,37
2021-10-30,Male,<1,48
2021-07-06,Unknown,35-49,2
2021-10-30,Male,65-79,173
2021-10-30,Female,1-4,154
2021-10-30,Male,50-64,528
