LastReportDate,Sex,NZAgeGroup,Cases
2021-10-13,Female,5-19,439
2021-10-09,Female,<1,15
2021-10-13,Male,20-34,801
2021-10-12,Male,>=80,22
2021-10-06,Unknown,5-19,1
2021-10-11,Female,65-79,112
2021-10-13,Male,35-49,516
2021-10-13,Male,1-4,93
2021-10-06,,50-64,1
2021-10-13,Male,5-19,400
2021-10-12,Female,20-34,821
2021-10-12,Female,50-64,367
2021-10-13,Female,35-49,459
2021-10-09,Female,>=80,26
2021-10-05,Male,<1,29
2021-07-06,Unknown,35-49,2
2021-10-12,Male,65-79,146
2021-10-12,Female,1-4,100
2021-10-12,Male,50-64,409
