LastReportDate,Sex,NZAgeGroup,Cases
2021-10-14,,20-34,1
2021-11-02,Unknown,20-34,4
2021-11-08,Female,5-19,769
2021-11-05,Female,<1,38
2021-11-08,Male,20-34,1271
2021-11-06,Male,>=80,28
2021-10-06,Unknown,5-19,1
2021-11-07,Female,65-79,148
2021-11-08,Male,35-49,865
2021-11-08,Male,1-4,191
2021-11-08,Male,5-19,738
2021-11-08,Female,20-34,1300
2021-11-08,Female,50-64,543
2021-11-08,Female,35-49,770
2021-11-07,Female,>=80,45
2021-11-08,Male,<1,55
2021-07-06,Unknown,35-49,2
2021-11-07,Male,65-79,197
2021-11-08,Female,1-4,202
2021-11-08,Male,50-64,607
